tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	NWF-B	NWF-B-	NWF	NWF-B-2B	NWF-B-2B_LP-DIR-T	shoemake 2025-04-09 11:08:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.3	120.2	l	g	-73.5	4.9	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2B	NWF-B-2B_LP-DIR-T	shoemake 2025-04-09 11:08:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.4	139.4	l	g	-74.1	1.5	11	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2B	NWF-B-2B_LP-DIR-T	shoemake 2025-04-09 11:08:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.3	224.0	l	g	-68.4	4.9	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2B	NWF-B-2B_LP-DIR-T	shoemake 2025-04-09 11:08:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.4	238.0	l	g	-67.4	1.5	11	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2C	NWF-B-2C_LP-DIR-T	shoemake 2025-04-09 11:11:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.4	119.5	l	g	-72.9	9.0	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2C	NWF-B-2C_LP-DIR-T	shoemake 2025-04-09 11:11:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.5	139.9	l	g	-74.2	1.6	11	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2C	NWF-B-2C_LP-DIR-T	shoemake 2025-04-09 11:11:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.4	222.9	l	g	-67.9	9.0	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2C	NWF-B-2C_LP-DIR-T	shoemake 2025-04-09 11:11:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.5	238.4	l	g	-67.5	1.6	11	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2D	NWF-B-2D_LP-DIR-T	shoemake 2025-04-09 16:53:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	0.1	139.0	l	g	-74.1	5.0	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2D	NWF-B-2D_LP-DIR-T	shoemake 2025-04-09 16:53:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.5	139.1	l	g	-74.6	0.7	11	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2D	NWF-B-2D_LP-DIR-T	shoemake 2025-04-09 16:53:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	0.1	237.7	l	g	-67.5	5.0	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2D	NWF-B-2D_LP-DIR-T	shoemake 2025-04-09 16:53:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.5	238.1	l	g	-67.9	0.7	11	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2E	NWF-B-2E_LP-DIR-T	shoemake 2025-04-09 16:56:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	1.6	133.6	l	g	-72.0	4.3	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2E	NWF-B-2E_LP-DIR-T	shoemake 2025-04-09 16:56:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.4	138.3	l	g	-74.3	1.0	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2E	NWF-B-2E_LP-DIR-T	shoemake 2025-04-09 16:56:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	1.6	232.6	l	g	-65.8	4.3	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2E	NWF-B-2E_LP-DIR-T	shoemake 2025-04-09 16:56:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.4	237.4	l	g	-67.7	1.0	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2F	NWF-B-2F_LP-DIR-T	shoemake 2025-04-15 15:05:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	1.1	136.9	l	g	-72.2	2.2	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2F	NWF-B-2F_LP-DIR-T	shoemake 2025-04-15 15:05:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.6	141.1	l	g	-74.2	1.6	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2F	NWF-B-2F_LP-DIR-T	shoemake 2025-04-15 15:05:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	1.1	235.1	l	g	-65.8	2.2	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2F	NWF-B-2F_LP-DIR-T	shoemake 2025-04-15 15:05:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.6	239.3	l	g	-67.4	1.6	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2G	NWF-B-2G_LP-DIR-T	shoemake 2025-04-15 15:07:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.2	140.3	l	g	-72.1	4.5	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2G	NWF-B-2G_LP-DIR-T	shoemake 2025-04-15 15:07:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.3	136.8	l	g	-74.9	1.5	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-2G	NWF-B-2G_LP-DIR-T	shoemake 2025-04-15 15:07:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.2	237.5	l	g	-65.4	4.5	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-2G	NWF-B-2G_LP-DIR-T	shoemake 2025-04-15 15:07:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.3	236.8	l	g	-68.4	1.5	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3B	NWF-B-3B_LP-DIR-T	shoemake 2025-04-09 17:03:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	105.2	92.9	l	g	38.2	5.0	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3B	NWF-B-3B_LP-DIR-T	shoemake 2025-04-09 17:03:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.5	339.2	l	g	-47.8	2.4	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3B	NWF-B-3B_LP-DIR-T	shoemake 2025-04-09 17:03:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	105.2	172.2	l	g	38.2	5.0	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3B	NWF-B-3B_LP-DIR-T	shoemake 2025-04-09 17:03:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.5	61.1	l	g	-55.2	2.4	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3C	NWF-B-3C_LP-DIR-T	shoemake 2025-04-09 17:06:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	107.4	91.9	l	g	40.5	4.0	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3C	NWF-B-3C_LP-DIR-T	shoemake 2025-04-09 17:06:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.1	340.0	l	g	-47.4	2.5	10	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3C	NWF-B-3C_LP-DIR-T	shoemake 2025-04-09 17:06:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	107.4	170.7	l	g	40.3	4.0	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3C	NWF-B-3C_LP-DIR-T	shoemake 2025-04-09 17:06:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.1	62.0	l	g	-54.8	2.5	10	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3D	NWF-B-3D_LP-DIR-T	shoemake 2024-12-05 06:15:15	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	108.2	96.7	l	g	41.5	5.1	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3D	NWF-B-3D_LP-DIR-T	shoemake 2024-12-05 06:15:15	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.3	342.0	l	g	-47.2	2.6	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3D	NWF-B-3D_LP-DIR-T	shoemake 2024-12-05 06:15:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	108.2	175.3	l	g	42.0	5.1	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3D	NWF-B-3D_LP-DIR-T	shoemake 2024-12-05 06:15:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.3	64.4	l	g	-54.7	2.6	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3E	NWF-B-3E_LP-DIR-T	shoemake 2024-12-05 15:33:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	98.4	101.3	l	g	44.8	2.8	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3E	NWF-B-3E_LP-DIR-T	shoemake 2024-12-05 15:33:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	1.0	338.6	l	g	-47.3	4.1	8	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3E	NWF-B-3E_LP-DIR-T	shoemake 2024-12-05 15:33:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	98.4	179.0	l	g	45.8	2.8	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3E	NWF-B-3E_LP-DIR-T	shoemake 2024-12-05 15:33:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	1.0	60.4	l	g	-54.6	4.1	8	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3F	NWF-B-3F_LP-DIR-T	shoemake 2024-12-05 06:20:16	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	67.8	106.4	l	g	45.7	4.2	7	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3F	NWF-B-3F_LP-DIR-T	shoemake 2024-12-05 06:20:16	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.4	342.1	l	g	-47.2	1.9	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3F	NWF-B-3F_LP-DIR-T	shoemake 2024-12-05 06:20:16	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	67.8	183.8	l	g	47.4	4.2	7	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3F	NWF-B-3F_LP-DIR-T	shoemake 2024-12-05 06:20:16	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.4	64.5	l	g	-54.8	1.9	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3G	NWF-B-3G_LP-DIR-T	shoemake 2024-12-05 06:22:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	41.9	105.7	l	g	45.4	5.9	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3G	NWF-B-3G_LP-DIR-T	shoemake 2024-12-05 06:22:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.4	344.2	l	g	-47.1	2.3	9	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3G	NWF-B-3G_LP-DIR-T	shoemake 2024-12-05 06:22:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	41.9	183.2	l	g	47.0	5.9	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3G	NWF-B-3G_LP-DIR-T	shoemake 2024-12-05 06:22:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.4	67.0	l	g	-54.7	2.3	9	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3H	NWF-B-3H_LP-DIR-T	shoemake 2024-12-06 00:37:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	30.9	112.4	l	g	44.5	5.5	6	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3H	NWF-B-3H_LP-DIR-T	shoemake 2024-12-06 00:37:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.0	349.7	l	g	-45.0	4.3	8	-1
This study	NWF-B	NWF-B-	NWF	NWF-B-3H	NWF-B-3H_LP-DIR-T	shoemake 2024-12-06 00:37:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	30.9	190.2	l	g	47.1	5.5	6	0
This study	NWF-B	NWF-B-	NWF	NWF-B-3H	NWF-B-3H_LP-DIR-T	shoemake 2024-12-06 00:37:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.0	73.6	l	g	-52.8	4.3	8	0
This study	NWF-B	NWF-C-	NWF	NWF-C-1B	NWF-C-1B_LP-DIR-T	shoemake 2025-04-09 17:23:46	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	16.9	6.1	l	g	51.4	6.5	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-1B	NWF-C-1B_LP-DIR-T	shoemake 2025-04-09 17:23:46	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	0.4	67.3	l	g	37.0	2.3	10	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-1B	NWF-C-1B_LP-DIR-T	shoemake 2025-04-09 17:23:46	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	403	77	K		2	lt	u	20.1	225.7	l	g	-1.8	1.5	4	0
This study	NWF-B	NWF-C-	NWF	NWF-C-1B	NWF-C-1B_LP-DIR-T	shoemake 2025-04-09 17:23:46	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	603	K		2	mt	u	2.4	270.2	l	g	6.7	1.7	7	0
This study	NWF-B	NWF-C-	NWF	NWF-C-1C	NWF-C-1C_LP-DIR-T	shoemake 2025-04-09 17:26:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	77	K		2	lt	u	16.5	352.6	l	g	50.6	2.4	5	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-1C	NWF-C-1C_LP-DIR-T	shoemake 2025-04-09 17:26:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.4	57.7	l	g	42.8	3.0	9	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-1C	NWF-C-1C_LP-DIR-T	shoemake 2025-04-09 17:26:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	77	K		2	lt	u	16.5	221.5	l	g	-0.1	2.4	5	0
This study	NWF-B	NWF-C-	NWF	NWF-C-1C	NWF-C-1C_LP-DIR-T	shoemake 2025-04-09 17:26:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.4	264.9	l	g	7.0	3.0	9	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2B	NWF-C-2B_LP-DIR-T	shoemake 2025-04-09 17:28:40	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.8	92.3	l	g	-72.3	5.9	7	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2B	NWF-C-2B_LP-DIR-T	shoemake 2025-04-09 17:28:40	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.6	119.0	l	g	-52.6	4.9	9	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2B	NWF-C-2B_LP-DIR-T	shoemake 2025-04-09 17:28:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	403	343	K		2	lt	u	14.0	27.8	l	g	-43.4	0.5	3	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2B	NWF-C-2B_LP-DIR-T	shoemake 2025-04-09 17:28:40	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	603	K		2	mt	u	3.3	16.0	l	g	-20.1	3.2	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2C	NWF-C-2C_LP-DIR-T	shoemake 2025-04-09 17:31:07	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	10.4	77.0	l	g	-77.6	2.9	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2C	NWF-C-2C_LP-DIR-T	shoemake 2025-04-09 17:31:07	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.8	117.3	l	g	-50.8	5.7	9	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2C	NWF-C-2C_LP-DIR-T	shoemake 2025-04-09 17:31:07	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	10.4	30.2	l	g	-40.7	2.9	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2C	NWF-C-2C_LP-DIR-T	shoemake 2025-04-09 17:31:07	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.8	10.6	l	g	-15.2	5.7	9	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2D	NWF-C-2D_LP-DIR-T	shoemake 2025-04-09 17:33:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.0	82.2	l	g	-77.9	2.5	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2D	NWF-C-2D_LP-DIR-T	shoemake 2025-04-09 17:33:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.7	122.7	l	g	-48.2	6.7	8	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2D	NWF-C-2D_LP-DIR-T	shoemake 2025-04-09 17:33:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.0	30.6	l	g	-39.6	2.5	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2D	NWF-C-2D_LP-DIR-T	shoemake 2025-04-09 17:33:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.7	11.4	l	g	-10.9	6.7	8	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2E	NWF-C-2E_LP-DIR-T	shoemake 2025-04-15 15:15:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.1	92.4	l	g	-78.1	6.3	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2E	NWF-C-2E_LP-DIR-T	shoemake 2025-04-15 15:15:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	4.4	126.3	l	g	-48.0	7.0	9	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2E	NWF-C-2E_LP-DIR-T	shoemake 2025-04-15 15:15:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.1	31.2	l	g	-37.5	6.3	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2E	NWF-C-2E_LP-DIR-T	shoemake 2025-04-15 15:15:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	4.4	13.1	l	g	-9.2	7.0	9	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2F	NWF-C-2F_LP-DIR-T	shoemake 2025-04-09 17:38:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.8	104.3	l	g	-77.0	7.9	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2F	NWF-C-2F_LP-DIR-T	shoemake 2025-04-09 17:38:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.8	123.6	l	g	-50.9	3.3	9	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-2F	NWF-C-2F_LP-DIR-T	shoemake 2025-04-09 17:38:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.8	30.8	l	g	-34.7	7.9	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-2F	NWF-C-2F_LP-DIR-T	shoemake 2025-04-09 17:38:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.8	13.6	l	g	-12.5	3.3	9	0
This study	NWF-B	NWF-C-	NWF	NWF-C-3B	NWF-C-3B_LP-DIR-T	shoemake 2025-04-09 17:41:11	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	42.9	105.7	l	g	19.7	6.8	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-3B	NWF-C-3B_LP-DIR-T	shoemake 2025-04-09 17:41:11	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	1.1	174.6	l	g	12.8	6.1	11	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-3B	NWF-C-3B_LP-DIR-T	shoemake 2025-04-09 17:41:11	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	403	77	K		2	lt	u	51.8	305.2	l	g	14.7	3.4	4	0
This study	NWF-B	NWF-C-	NWF	NWF-C-3B	NWF-C-3B_LP-DIR-T	shoemake 2025-04-09 17:41:11	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	753	513	K		2	mt	u	1.1	34.5	l	g	63.4	6.1	11	0
This study	NWF-B	NWF-C-	NWF	NWF-C-3C	NWF-C-3C_LP-DIR-T	shoemake 2025-04-09 17:43:39	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	48.5	102.3	l	g	18.3	14.5	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-3C	NWF-C-3C_LP-DIR-T	shoemake 2025-04-09 17:43:39	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	10.4	185.7	l	g	9.5	23.1	9	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-3C	NWF-C-3C_LP-DIR-T	shoemake 2025-04-09 17:43:39	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	48.5	309.0	l	g	20.8	14.5	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-3C	NWF-C-3C_LP-DIR-T	shoemake 2025-04-09 17:43:39	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	10.4	57.4	l	g	60.0	23.1	9	0
This study	NWF-B	NWF-C-	NWF	NWF-C-3D	NWF-C-3D_LP-DIR-T	shoemake 2025-04-25 21:17:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	46.1	103.2	l	g	21.3	7.2	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-3D	NWF-C-3D_LP-DIR-T	shoemake 2025-04-25 21:17:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.9	180.0	l	g	12.2	8.0	8	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-3D	NWF-C-3D_LP-DIR-T	shoemake 2025-04-25 21:17:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	46.1	306.9	l	g	23.2	7.2	6	0
This study	NWF-B	NWF-C-	NWF	NWF-C-3D	NWF-C-3D_LP-DIR-T	shoemake 2025-04-25 21:17:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.9	46.2	l	g	63.2	8.0	8	0
This study	NWF-B	NWF-C-	NWF	NWF-C-4B	NWF-C-4B_LP-DIR-T	shoemake 2025-04-25 21:20:17	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.4	258.0	l	g	-42.1	10.0	6	-1
This study	NWF-B	NWF-C-	NWF	NWF-C-4B	NWF-C-4B_LP-DIR-T	shoemake 2025-04-25 21:20:17	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.0	241.7	l	g	-52.7	0.8	8	-1
