tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	PKS-	PKS-F-	PKS	PKS-F-1F	PKS-F-1F_LP-DIR-T	shoemake 2025-08-06 20:02:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.7	50.4	l	g	-23.1	17.1	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1F	PKS-F-1F_LP-DIR-T	shoemake 2025-08-06 20:02:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	17.7	49.6	l	g	-17.4	6.0	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1F	PKS-F-1F_LP-DIR-T	shoemake 2025-08-06 20:02:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.7	158.6	l	g	-44.8	17.1	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1F	PKS-F-1F_LP-DIR-T	shoemake 2025-08-06 20:02:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	17.7	151.2	l	g	-42.7	6.0	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-1G	PKS-F-1G_LP-DIR-T	shoemake 2025-08-06 20:05:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	49.0	l	g	-21.0	16.1	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1G	PKS-F-1G_LP-DIR-T	shoemake 2025-08-06 20:05:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	17.8	52.5	l	g	-14.7	7.6	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1G	PKS-F-1G_LP-DIR-T	shoemake 2025-08-06 20:05:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	155.1	l	g	-45.0	16.1	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-1G	PKS-F-1G_LP-DIR-T	shoemake 2025-08-06 20:05:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	17.8	150.2	l	g	-38.9	7.6	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-1H	PKS-F-1H_LP-DIR-T	shoemake 2025-08-06 20:07:34	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.7	43.7	l	g	-18.9	5.6	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1H	PKS-F-1H_LP-DIR-T	shoemake 2025-08-06 20:07:34	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	18.9	52.7	l	g	-13.1	7.0	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1H	PKS-F-1H_LP-DIR-T	shoemake 2025-08-06 20:07:34	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.7	148.8	l	g	-48.2	5.6	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1H	PKS-F-1H_LP-DIR-T	shoemake 2025-08-06 20:07:34	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	18.9	148.7	l	g	-37.9	7.0	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1I	PKS-F-1I_LP-DIR-T	shoemake 2025-08-06 20:10:01	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.5	53.0	l	g	-17.6	6.6	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1I	PKS-F-1I_LP-DIR-T	shoemake 2025-08-06 20:10:01	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	15.2	50.4	l	g	-10.8	7.3	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1I	PKS-F-1I_LP-DIR-T	shoemake 2025-08-06 20:10:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.5	153.7	l	g	-40.1	6.6	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1I	PKS-F-1I_LP-DIR-T	shoemake 2025-08-06 20:10:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	15.2	144.5	l	g	-38.3	7.3	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-1J	PKS-F-1J_LP-DIR-T	shoemake 2025-08-06 20:12:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.0	49.2	l	g	-15.8	11.3	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1J	PKS-F-1J_LP-DIR-T	shoemake 2025-08-06 20:12:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	16.5	50.4	l	g	-9.1	6.0	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1J	PKS-F-1J_LP-DIR-T	shoemake 2025-08-06 20:12:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.0	149.1	l	g	-42.1	11.3	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1J	PKS-F-1J_LP-DIR-T	shoemake 2025-08-06 20:12:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	16.5	142.9	l	g	-37.3	6.0	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1K	PKS-F-1K_LP-DIR-T	shoemake 2025-08-06 20:15:01	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		1	lt	u	2.3	51.4	l	g	-14.4	7.3	6	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1K	PKS-F-1K_LP-DIR-T	shoemake 2025-08-06 20:15:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		1	lt	u	2.3	149.1	l	g	-39.6	7.3	6	0
This study	PKS-	PKS-F-	PKS	PKS-F-1L	PKS-F-1L_LP-DIR-T	shoemake 2025-08-06 20:17:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.7	53.5	l	g	-19.1	12.7	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1L	PKS-F-1L_LP-DIR-T	shoemake 2025-08-06 20:17:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	12.6	49.8	l	g	-3.3	5.7	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-1L	PKS-F-1L_LP-DIR-T	shoemake 2025-08-06 20:17:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.7	155.7	l	g	-40.4	12.7	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-1L	PKS-F-1L_LP-DIR-T	shoemake 2025-08-06 20:17:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	12.6	136.8	l	g	-34.1	5.7	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2A	PKS-F-2A_LP-DIR-T	shoemake 2025-08-06 20:19:56	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.2	177.1	l	g	62.7	5.9	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2A	PKS-F-2A_LP-DIR-T	shoemake 2025-08-06 20:19:56	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	11.6	133.5	l	g	70.7	5.0	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2A	PKS-F-2A_LP-DIR-T	shoemake 2025-08-06 20:19:56	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.2	72.6	l	g	62.3	5.9	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2A	PKS-F-2A_LP-DIR-T	shoemake 2025-08-06 20:19:56	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	11.6	90.3	l	g	46.7	5.0	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2B	PKS-F-2B_LP-DIR-T	shoemake 2025-08-06 20:22:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.6	161.0	l	g	60.2	6.0	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2B	PKS-F-2B_LP-DIR-T	shoemake 2025-08-06 20:22:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	13.7	156.8	l	g	67.3	5.6	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2B	PKS-F-2B_LP-DIR-T	shoemake 2025-08-06 20:22:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.6	89.9	l	g	62.0	6.0	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2B	PKS-F-2B_LP-DIR-T	shoemake 2025-08-06 20:22:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	13.7	85.2	l	g	55.0	5.6	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2C	PKS-F-2C_LP-DIR-T	shoemake 2025-08-06 20:24:47	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.5	174.3	l	g	58.4	3.8	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2C	PKS-F-2C_LP-DIR-T	shoemake 2025-08-06 20:24:47	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	13.4	165.9	l	g	65.8	4.5	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2C	PKS-F-2C_LP-DIR-T	shoemake 2025-08-06 20:24:47	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	4.5	77.2	l	g	66.3	3.8	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2C	PKS-F-2C_LP-DIR-T	shoemake 2025-08-06 20:24:47	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	13.4	80.7	l	g	58.1	4.5	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2D	PKS-F-2D_LP-DIR-T	shoemake 2025-08-06 20:27:12	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	167.3	l	g	57.2	7.5	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2D	PKS-F-2D_LP-DIR-T	shoemake 2025-08-06 20:27:12	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	13.5	170.4	l	g	64.2	5.4	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2D	PKS-F-2D_LP-DIR-T	shoemake 2025-08-06 20:27:12	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	87.0	l	g	66.2	7.5	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2D	PKS-F-2D_LP-DIR-T	shoemake 2025-08-06 20:27:12	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	13.5	78.2	l	g	60.2	5.4	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2E	PKS-F-2E_LP-DIR-T	shoemake 2025-08-06 20:29:37	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.9	182.6	l	g	55.7	5.3	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2E	PKS-F-2E_LP-DIR-T	shoemake 2025-08-06 20:29:37	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	15.8	181.6	l	g	63.8	5.9	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2E	PKS-F-2E_LP-DIR-T	shoemake 2025-08-06 20:29:37	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.9	65.6	l	g	69.3	5.3	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2E	PKS-F-2E_LP-DIR-T	shoemake 2025-08-06 20:29:37	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	15.8	68.3	l	g	61.2	5.9	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2F	PKS-F-2F_LP-DIR-T	shoemake 2025-08-06 20:32:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	202.1	l	g	-55.1	4.1	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2F	PKS-F-2F_LP-DIR-T	shoemake 2025-08-06 20:32:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	18.9	189.8	l	g	-61.1	7.9	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2F	PKS-F-2F_LP-DIR-T	shoemake 2025-08-06 20:32:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	262.3	l	g	-2.0	4.1	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2F	PKS-F-2F_LP-DIR-T	shoemake 2025-08-06 20:32:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	18.9	254.5	l	g	-6.5	7.9	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2G	PKS-F-2G_LP-DIR-T	shoemake 2025-08-05 13:50:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		1	lt	u	2.2	70.8	l	g	54.2	7.4	6	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2G	PKS-F-2G_LP-DIR-T	shoemake 2025-08-05 13:50:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		1	lt	u	2.2	105.3	l	g	17.9	7.4	6	0
This study	PKS-	PKS-F-	PKS	PKS-F-2H	PKS-F-2H_LP-DIR-T	shoemake 2025-08-06 20:37:07	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.2	180.1	l	g	52.4	5.2	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2H	PKS-F-2H_LP-DIR-T	shoemake 2025-08-06 20:37:07	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	26.0	203.7	l	g	60.0	13.2	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2H	PKS-F-2H_LP-DIR-T	shoemake 2025-08-06 20:37:07	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.2	69.6	l	g	72.6	5.2	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2H	PKS-F-2H_LP-DIR-T	shoemake 2025-08-06 20:37:07	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	26.0	45.6	l	g	60.7	13.2	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2I	PKS-F-2I_LP-DIR-T	shoemake 2025-08-06 20:39:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.2	181.2	l	g	52.1	5.1	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2I	PKS-F-2I_LP-DIR-T	shoemake 2025-08-06 20:39:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	26.4	197.9	l	g	59.1	13.8	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2I	PKS-F-2I_LP-DIR-T	shoemake 2025-08-06 20:39:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.2	67.3	l	g	72.9	5.1	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2I	PKS-F-2I_LP-DIR-T	shoemake 2025-08-06 20:39:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	26.4	49.3	l	g	63.2	13.8	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2J	PKS-F-2J_LP-DIR-T	shoemake 2025-08-06 20:42:02	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	10.0	170.5	l	g	50.9	12.8	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2J	PKS-F-2J_LP-DIR-T	shoemake 2025-08-06 20:42:02	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	22.5	194.5	l	g	53.6	10.1	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2J	PKS-F-2J_LP-DIR-T	shoemake 2025-08-06 20:42:02	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	10.0	90.4	l	g	72.7	12.8	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2J	PKS-F-2J_LP-DIR-T	shoemake 2025-08-06 20:42:02	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	22.5	45.6	l	g	68.8	10.1	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-2K	PKS-F-2K_LP-DIR-T	shoemake 2025-08-06 20:44:29	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.4	185.0	l	g	51.1	11.3	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2K	PKS-F-2K_LP-DIR-T	shoemake 2025-08-06 20:44:29	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	12.2	186.2	l	g	51.2	3.8	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-2K	PKS-F-2K_LP-DIR-T	shoemake 2025-08-06 20:44:29	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.4	58.7	l	g	73.5	11.3	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-2K	PKS-F-2K_LP-DIR-T	shoemake 2025-08-06 20:44:29	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	12.2	56.2	l	g	73.2	3.8	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3B	PKS-F-3B_LP-DIR-T	shoemake 2025-08-06 20:46:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	19.3	242.3	l	g	-22.1	22.2	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3B	PKS-F-3B_LP-DIR-T	shoemake 2025-08-06 20:46:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	7.7	268.5	l	g	-35.6	2.3	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3B	PKS-F-3B_LP-DIR-T	shoemake 2025-08-06 20:46:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	19.3	305.7	l	g	7.8	22.2	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-3B	PKS-F-3B_LP-DIR-T	shoemake 2025-08-06 20:46:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	7.7	308.8	l	g	-18.4	2.3	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3C	PKS-F-3C_LP-DIR-T	shoemake 2025-08-06 20:49:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	17.1	275.1	l	g	-21.6	29.3	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3C	PKS-F-3C_LP-DIR-T	shoemake 2025-08-06 20:49:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	7.5	264.7	l	g	-35.6	2.3	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3C	PKS-F-3C_LP-DIR-T	shoemake 2025-08-06 20:49:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	17.1	324.4	l	g	-16.2	29.3	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3C	PKS-F-3C_LP-DIR-T	shoemake 2025-08-06 20:49:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	7.5	307.1	l	g	-15.8	2.3	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-3D	PKS-F-3D_LP-DIR-T	shoemake 2025-08-05 14:07:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		1	lt	u	15.8	248.6	l	g	-19.5	19.3	6	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3D	PKS-F-3D_LP-DIR-T	shoemake 2025-08-05 14:07:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		1	lt	u	15.8	311.6	l	g	5.1	19.3	6	0
This study	PKS-	PKS-F-	PKS	PKS-F-3E	PKS-F-3E_LP-DIR-T	shoemake 2025-08-06 20:54:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	13.0	256.5	l	g	-18.7	36.1	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3E	PKS-F-3E_LP-DIR-T	shoemake 2025-08-06 20:54:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.6	270.5	l	g	-34.9	1.6	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3E	PKS-F-3E_LP-DIR-T	shoemake 2025-08-06 20:54:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	13.0	316.9	l	g	-0.2	36.1	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-3E	PKS-F-3E_LP-DIR-T	shoemake 2025-08-06 20:54:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.6	310.3	l	g	-19.5	1.6	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3F	PKS-F-3F_LP-DIR-T	shoemake 2025-08-06 20:56:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	17.3	250.5	l	g	-17.0	18.3	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3F	PKS-F-3F_LP-DIR-T	shoemake 2025-08-06 20:56:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.5	275.9	l	g	-35.9	2.7	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3F	PKS-F-3F_LP-DIR-T	shoemake 2025-08-06 20:56:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	17.3	314.7	l	g	5.4	18.3	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3F	PKS-F-3F_LP-DIR-T	shoemake 2025-08-06 20:56:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.5	311.6	l	g	-23.8	2.7	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3G	PKS-F-3G_LP-DIR-T	shoemake 2025-08-06 20:59:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	20.6	247.0	l	g	-15.8	23.9	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3G	PKS-F-3G_LP-DIR-T	shoemake 2025-08-06 20:59:13	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.9	273.4	l	g	-35.7	2.2	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3G	PKS-F-3G_LP-DIR-T	shoemake 2025-08-06 20:59:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	20.6	313.5	l	g	8.8	23.9	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3G	PKS-F-3G_LP-DIR-T	shoemake 2025-08-06 20:59:13	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.9	310.7	l	g	-22.0	2.2	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-3H	PKS-F-3H_LP-DIR-T	shoemake 2025-08-06 21:01:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	25.2	236.7	l	g	-16.6	15.7	5	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3H	PKS-F-3H_LP-DIR-T	shoemake 2025-08-06 21:01:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	25.2	306.0	l	g	15.5	15.7	5	0
This study	PKS-	PKS-F-	PKS	PKS-F-3I	PKS-F-3I_LP-DIR-T	shoemake 2025-08-06 21:04:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	18.9	248.2	l	g	-15.4	16.2	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3I	PKS-F-3I_LP-DIR-T	shoemake 2025-08-06 21:04:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	8.2	273.9	l	g	-34.6	3.5	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-3I	PKS-F-3I_LP-DIR-T	shoemake 2025-08-06 21:04:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	18.9	314.5	l	g	8.1	16.2	7	0
